,AE_latent_0,AE_latent_1,AE_latent_2,AE_latent_3,AE_latent_4,AE_latent_5,AE_latent_6,AE_latent_7,AE_latent_8,AE_latent_9,AE_latent_10,AE_latent_11,AE_latent_12,AE_latent_13,AE_latent_14,AE_latent_15,AE_latent_16,AE_latent_17,AE_latent_18,AE_latent_19,AE_latent_20,AE_latent_21,AE_latent_22,AE_latent_23,AE_latent_24,AE_latent_25,AE_latent_26,AE_latent_27,AE_latent_28,AE_latent_29,AE_latent_30,AE_latent_31,AE_latent_32,AE_latent_33,AE_latent_34,AE_latent_35,AE_latent_36,AE_latent_37,AE_latent_38,AE_latent_39,AE_latent_40,AE_latent_41,AE_latent_42,AE_latent_43,AE_latent_44,AE_latent_45,AE_latent_46,AE_latent_47,AE_latent_48,AE_latent_49,AE_latent_50,AE_latent_51,AE_latent_52,AE_latent_53,AE_latent_54,AE_latent_55,AE_latent_56,AE_latent_57,AE_latent_58,AE_latent_59,AE_latent_60,AE_latent_61,AE_latent_62,AE_latent_63,AE_latent_64,AE_latent_65,AE_latent_66,AE_latent_67,AE_latent_68,AE_latent_69,AE_latent_70,AE_latent_71,AE_latent_72,AE_latent_73,AE_latent_74,AE_latent_75,AE_latent_76,AE_latent_77,AE_latent_78,AE_latent_79,AE_latent_80,AE_latent_81,AE_latent_82,AE_latent_83,AE_latent_84,AE_latent_85,AE_latent_86,AE_latent_87
ACH-000242,0.79957116,3.1000838,-2.5033205,-0.010685202,-4.348347,0.020142099,7.0995092,-4.538309,2.3368313,1.1970972,0.32903543,-2.229403,-1.2927115,6.847914,-0.027173677,-0.057166263,-3.664322,-4.315751,4.9970937,-2.9353423,0.2056081,-3.3364954,1.2421366,0.98079306,0.10208977,1.0677379,2.4787748,4.664428,-3.4807553,-5.5177965,-10.448124,1.9372009,-0.63104206,5.257542,0.7347095,1.2391737,3.6214774,1.1201556,-1.0978436,7.5752306,0.7737871,-4.341574,-2.209793,1.2915713,3.664596,5.0724263,2.4885933,4.6765747,0.4046151,0.90317947,-3.6369553,6.1821346,0.022905791,2.126746,2.362202,-5.009756,-5.4121175,1.8042485,4.7019205,-2.2947073,-5.603954,0.29498643,-2.3729546,-0.88220334,4.3297005,-1.9348335,-5.1771393,2.130181,4.4398518,3.0162106,-1.8052657,-3.336037,-0.66791743,-1.742427,1.1947336,-0.07730073,-0.9692052,-0.11644316,0.6977986,-0.21061286,0.9817471,-2.0620952,1.4915706,0.4388122,3.0531225,-1.5621736,1.3089242,-0.27467954
ACH-000233,-0.036003605,-5.2430806,-13.696405,-0.40119472,-7.790251,-8.713765,-2.2253177,-2.3992963,-1.7493615,-0.8761472,3.1665797,-1.16239,7.452932,1.6815306,2.787604,6.5613685,0.9040367,-0.80638796,-0.7633503,6.2438874,-0.08471618,1.3064295,4.703605,-4.592641,0.90795434,1.6463317,0.6792259,-3.3978593,5.1937766,2.0302968,2.7836132,2.1403706,0.51302475,-0.39470273,2.7317948,-1.6902286,-7.611907,-1.4348801,0.11635229,-1.1563196,1.4488603,5.0106344,9.616422,-0.11349707,0.08695582,3.388178,4.3259087,-4.0330844,1.3096819,4.912863,-1.4345202,-4.147221,-1.6283885,5.1002846,-1.1979686,4.060104,0.098523915,2.4596791,-3.2922044,0.3724008,-1.004104,-1.1450077,5.339775,0.8143205,-5.6307864,-1.7575986,9.051394,1.6908227,7.232464,1.9793707,-10.617872,-4.5940547,0.038231403,-0.5293113,-1.7464095,1.8720365,-3.1705298,-2.4210465,1.6688386,-0.7170042,-0.28559983,-0.3446324,2.5514872,-1.4521859,-2.435452,1.3945326,1.5555413,2.635289
ACH-001655,8.23524,5.4565268,-7.346864,2.728355,-9.284869,6.731721,1.0066462,0.39962938,-2.853622,-5.10719,5.1703057,4.9975095,-2.995145,-0.53652585,4.0632687,3.2483737,0.06480752,0.5706512,1.0210185,4.4660273,-0.02225796,-1.6807208,2.5278351,-4.056732,-2.8699658,4.110021,-7.3698444,-2.4206197,5.85351,-0.7525325,-2.2573104,-1.1724824,-7.2708406,0.70508575,0.14890608,-0.22470406,-2.5205376,-3.9700086,-1.8702631,-3.029478,5.344004,-1.5015637,9.594438,5.679795,-4.7431636,8.420877,1.5538697,3.5508962,1.6102891,-0.24602531,-0.40679926,3.3030667,3.3091881,2.0444796,-1.5823741,2.1764853,-0.13186987,3.0436351,1.540338,-2.236535,4.3225403,-3.219783,2.5691557,-0.06890129,-0.9181489,0.59143984,7.353953,-0.21570824,1.7522482,0.4273782,1.1679713,8.757575,-4.8654904,0.0070358813,-2.9667444,0.35117155,1.8967052,-5.525048,-2.2529938,-3.1125152,-1.6264622,-3.0311556,3.8655913,2.3174443,-0.23665494,-0.8963808,6.6535506,-3.4631052
ACH-000792,9.290836,7.067263,-10.60092,-7.3184323,-6.438448,2.700925,4.110185,-4.597243,0.1304943,1.1942095,1.9897461,1.0522585,0.99939835,6.1038337,1.1837692,4.510532,0.5529176,-0.44415402,-0.9633058,3.9398298,2.6699307,1.6418934,3.0136678,-6.1051397,-3.7380989,-2.149824,-3.6389081,-5.1633763,7.9525204,-1.5528854,-2.1121953,-0.5899918,-5.0142937,2.1486056,-0.8327784,1.8218013,-0.74604255,-4.5856395,-2.7470934,0.7784778,7.7106113,2.361109,7.0818076,3.0523403,4.29869,2.1440706,-2.4532542,3.2749913,-1.128953,0.9839047,1.8710972,-1.6179045,0.88885736,8.163887,-1.9774231,1.2902575,5.268707,0.7372911,0.8628444,-6.254901,0.3120454,-5.7286305,-0.70642155,-1.5385134,-2.9452074,1.7058274,1.336485,-0.71768165,5.4870596,6.1028786,-4.2866044,4.932033,-1.8670635,-0.37017632,-1.2595441,1.7322061,1.1272383,-5.2813215,0.017966062,-1.2861639,-2.7412794,-1.101901,3.7808893,1.3956821,-0.1947451,-2.196188,3.138483,-2.394941
ACH-000351,7.8679023,2.684877,-12.8439,1.7004502,-8.637157,-0.5850878,-3.0810246,3.3720965,1.0233492,1.6023922,3.1439154,-4.8486776,2.0962381,0.37355176,-2.5019324,0.76843756,-2.0906017,-2.420816,3.610355,2.2236645,-0.40541813,4.7013073,-1.6570526,1.6589624,3.7064736,-2.603455,-4.688816,-3.9377816,4.4797235,1.9491879,3.739954,-3.645707,-1.66796,1.9589747,-2.2968202,1.91206,5.663895,-3.6376748,3.6356692,2.884665,8.584961,0.61602634,3.1176634,-2.6846936,-2.7501867,4.5191584,-5.448594,-0.15638913,6.922578,-3.3282466,3.9178803,3.0535474,2.5133083,5.1514487,-1.4771612,4.0007486,-2.2683947,-3.842514,1.5756087,0.7284698,-0.7968198,-1.875504,-3.1030314,4.1328993,-4.6812997,-0.18571325,-1.1887629,-5.2268295,-0.36739728,3.7831588,2.5292306,2.978362,0.679885,0.8839117,1.0210164,-0.42133886,-0.10120723,-2.5246263,-0.75995696,1.0174685,-0.5948903,-2.1663847,3.8314574,-1.0461894,1.2683712,0.77014506,2.6285384,0.018823981
ACH-000769,1.8238691,3.730822,-4.813816,-1.2360713,-0.92543316,-2.442757,-0.8746275,-0.91667336,0.5803918,0.52947456,-6.4202285,-7.9234414,-3.158601,3.5187685,2.0604,2.5023186,-1.0569335,-6.600192,0.5058409,-2.089579,0.24576774,3.208548,-0.14210963,-0.9205797,-4.7707686,-0.13543569,-1.7686458,6.7429395,2.677674,-0.9272183,-7.5303106,-1.7253807,5.316503,0.043356497,-3.2335653,-4.1615906,2.5526552,3.4516168,1.0842792,-2.0557675,-1.3898323,-7.1972413,-1.1048272,-1.7486079,-0.542633,5.6745496,2.7545838,0.64511836,-2.6707757,0.13713394,3.456088,7.598697,-1.9948641,-5.3148537,6.1677923,-5.075874,0.9921886,-1.5078703,2.704672,-1.5462921,-3.1403828,-3.6280777,-2.1784818,-4.300282,5.1432157,-1.4110415,-2.5469732,1.4947499,-0.14656559,-6.4446335,6.9105263,2.1743815,-1.3479931,-0.46484226,1.253068,-1.6619241,-2.970908,-0.5615914,-0.9116849,-0.9669379,1.1120743,-3.9440236,0.7192832,1.1863914,0.8412243,-0.15105835,-2.5680416,-1.106868
ACH-000828,-4.0376062,-1.0589241,-4.9876313,0.12878767,-4.4542017,0.6528992,-0.6749294,0.54043305,0.2807528,-0.30223238,1.280048,6.8876486,5.947232,2.0899966,-2.3036706,-3.9310505,-5.682252,-3.798892,0.524525,-1.1320866,-1.8119063,-6.6544247,-2.4546494,2.7637486,1.6349604,3.112099,5.3570433,1.620488,1.3604913,-5.276509,-6.315157,-0.9890838,-2.2962134,-1.0981407,0.369043,-4.920029,4.9895406,2.1353257,-2.7751625,4.1928806,-3.9231372,-3.8321338,-5.0244184,1.9097593,4.3931947,2.6649246,2.9707885,2.4675326,2.620886,-2.136333,-2.3181295,2.1938431,3.6096365,1.4161425,-0.32704553,0.13465407,-1.7799331,0.64783067,7.083961,1.0590589,-2.6453142,2.431855,2.0291963,0.94557565,5.3863573,3.6076324,-2.6261153,2.0701551,-4.1692066,2.4287918,-2.7486691,-5.6679263,-1.6019146,1.1730971,1.2466046,-1.663167,-1.5950937,1.8548867,-0.92287076,-0.63189733,1.8017612,-0.8847791,3.982352,-1.6298671,0.76431,-1.9558871,1.9707096,0.83199376
ACH-000421,-3.3187463,6.670108,-3.342644,-5.735887,-0.03938113,3.4250755,1.4322723,0.1297745,0.29128554,0.031370126,-0.15686059,-4.6169205,0.37789968,0.30234167,-1.3331532,1.4768574,-1.7986121,-4.1880093,1.7615536,3.5251522,-2.3079805,5.671525,-3.4478123,-0.61608744,-1.8809139,-4.4565864,-3.7168722,1.5354654,0.10762897,-0.7687111,0.8119721,-5.45904,-0.5118457,0.69544667,-1.924789,-0.088493936,4.1335826,-1.5989593,2.7412858,4.390532,3.9736774,-2.3416202,-1.4242089,-1.8933457,-2.6406085,0.85494125,-1.8516884,0.5123682,0.9731416,1.6192651,0.9850574,4.0299044,2.0299306,1.2052362,-1.9026144,1.0768896,1.6472174,-4.1606927,1.9531846,1.6930416,-5.027815,-1.738139,-5.568764,2.4979532,-0.2718605,-1.6867822,-3.7414734,-0.125518,-2.9321773,4.907444,3.0147197,-2.4957063,0.24162802,-2.5281699,2.0340772,0.4305645,-1.3764842,-0.95929205,0.3932924,0.809582,1.5461298,-1.5976706,1.0300714,1.1717277,2.216059,-1.4733329,1.474652,0.016377687
ACH-000008,-1.4336411,3.8671126,-8.559921,-6.8218784,-2.0414433,1.059991,-2.999659,2.7267456,0.34258717,2.6703844,2.3480678,-1.2162508,-4.1113105,0.70095176,-0.7480069,-5.6096945,1.8158079,1.2853897,-3.203537,2.3985095,-0.7309307,3.6331809,-2.6140683,0.21023004,0.4754316,-0.978062,-6.781709,-0.1664513,1.1352402,2.268847,-2.859786,-1.2219718,-3.715255,-1.1675587,2.2005973,-0.90976256,3.875668,-1.8192441,-4.1588254,-3.1430566,7.349103,-0.6480579,3.731123,-0.177113,-4.6975174,2.2640667,-4.410072,3.6382163,-0.28477338,-5.036766,1.3759823,1.4060688,-1.2514601,3.1411793,0.098634936,1.2835115,1.0245835,-0.64659286,-2.8477442,-2.618952,2.1008506,-2.3311803,3.5917253,-0.0884752,1.4131501,4.8913746,0.77912664,-5.8429527,-0.5830938,0.2385272,1.1837343,3.2701387,-1.5892994,0.6998011,-3.0140896,1.3379979,-0.10115278,-2.865074,-0.14820303,-2.6646369,-2.2052333,-3.0487103,1.7691429,-0.2268587,0.5239787,0.44927084,0.63199866,0.34754705
ACH-000800,0.6392008,3.426702,-11.5324135,-3.2369711,-4.6838174,-4.8932996,-1.9687241,-1.685622,-1.1604364,0.39952102,-2.5905685,1.6754972,-8.864918,-7.3791294,7.2634406,-3.6642783,6.172262,2.6030388,4.304616,-9.805511,2.3285613,0.84548175,13.096822,7.051088,-0.5826439,2.2090094,-1.0542315,4.1594405,5.3990965,1.7240406,-1.3243318,-2.112263,-4.170907,0.043306645,-6.844982,-7.3306293,-5.1576605,-3.3357463,-4.1334996,2.4108498,9.16709,-7.137141,13.912219,6.4842796,-2.1970973,-2.6683376,-5.609232,1.3612705,4.300628,2.265008,0.9091663,1.2336882,-9.194783,5.25441,3.2499878,4.576613,-2.738434,-0.10897255,-6.700064,5.5056906,7.3470917,-1.8984541,5.2706366,2.6676674,-2.1578994,0.31814566,0.21532701,-9.397222,-7.3408747,-11.15343,2.8532526,3.9333897,-2.0654292,0.0846854,1.2442313,-1.3147559,-1.0937259,-0.14752437,-1.9733719,0.7672293,1.9323994,-3.082429,0.44057134,0.49408066,-1.9891613,1.6645432,-2.0958433,-0.24128288
ACH-000823,5.972545,-3.459815,-7.236782,1.6818517,-5.220667,-8.08007,2.8844283,-4.8874474,1.3318225,-4.1025443,-1.5825057,-5.8735123,-1.4299598,1.2544096,4.6080594,1.8753309,-1.7194147,-0.45904714,3.8918128,0.5053236,5.058555,3.8228307,0.6766945,-0.13959411,-4.364822,-2.187743,-3.7128196,-1.3691186,4.5459824,-4.156988,-6.667996,-1.0959129,1.8075535,2.145035,-5.7726855,-2.1455674,9.057789,1.8908147,-0.77131295,-4.083824,-1.165925,-2.9168587,0.560182,-1.5461296,0.32866257,9.250382,-3.5349991,-3.2571032,-0.7262092,-0.61636025,2.616169,2.790841,2.1840787,2.6156452,6.4539657,-3.224991,-0.43610805,-4.9792824,2.7734227,-5.2951903,-1.2285486,-4.2834244,-1.2333231,-6.381114,1.1326057,-0.72666967,-3.2763114,1.5833721,4.1690607,-6.8507643,6.8260655,1.2683061,-0.97676754,1.9981853,-0.5166381,-1.583801,-0.905769,-1.8664979,-3.8585582,1.6007211,0.13683236,-2.657662,1.5740302,0.777769,-0.41404632,-0.52454984,1.6296654,-1.7655976
ACH-000678,7.759688,2.436563,-12.873923,1.4368229,-8.61945,-0.62475955,-3.1251817,3.5683942,-3.4932947,-2.7206812,0.40038747,1.1506748,1.3602403,2.1771526,-0.7448188,4.321639,-2.4280806,0.52474,5.596294,2.7292063,-3.76443,-0.8440955,1.0398668,-0.1597299,-3.0900924,0.90362364,-4.6884,1.2916397,1.9918224,1.1897236,-4.8791375,-1.0893488,-1.162684,1.912601,-3.0297463,-2.5524457,2.3185306,-4.420844,0.6092137,5.8923335,4.7435985,-2.4540865,1.1483513,2.162677,-4.713463,4.291654,-1.3012433,1.309918,0.77398336,1.1901183,0.9683945,-1.6335819,2.3640883,-0.72592294,-1.5701052,0.33032295,0.8826754,-1.1876584,5.215109,1.9897804,-3.821376,-6.129988,-4.381995,0.5903586,-0.9734627,-2.9212587,3.3161166,-0.8513567,-1.0317119,5.1197605,-3.334481,-0.820748,-1.0013908,-1.6544888,-0.3697344,0.7623998,-0.39666188,-2.096606,-1.2985151,-0.9669577,-1.3961109,-1.4004517,1.6149784,2.1377723,2.174417,0.6583879,5.1378684,-1.3752708
ACH-000006,4.387669,-4.0426006,-6.255455,-1.1347941,-2.0318172,-4.776746,-1.6047212,-1.1634262,0.7955051,-0.48903224,-0.80566216,-0.75072676,2.2504556,-0.04866291,-1.1188359,-1.9609734,-3.7881908,0.7202995,-3.132965,3.2503793,-3.7581408,2.7483575,-4.6095414,-2.4500713,4.842078,7.4044085,4.60462,-0.3891454,2.9924998,-0.24758197,-1.9856765,0.14903332,-1.7582496,1.0675607,5.9263525,2.403097,-3.6882885,2.050103,4.15237,-2.8309996,1.0980854,0.9185541,4.6818414,-0.48393637,-0.67889553,-2.6340268,4.608823,1.4053879,4.635386,0.1934775,-0.9244193,-1.913982,-1.7623342,9.678706,1.7380817,3.244011,-0.7813745,0.102993645,-2.1576977,-5.8414335,-1.276533,-3.8953319,0.06516901,1.0841827,-1.5690978,-6.979535,7.625425,0.9587502,3.9798148,5.286156,-6.585185,-6.156288,-0.45306596,-0.36745518,-0.8156642,3.4530396,-3.1271117,-1.7540996,2.7622213,-0.5227735,1.262676,-0.32042632,-1.0374632,-0.0032446384,-0.6880332,-0.11441913,-0.6531231,0.8029295
ACH-002029,8.327605,2.3291457,-6.4426537,-8.9801235,1.0942955,0.08409914,0.2722279,-1.9493504,-0.965661,-4.0447435,0.016701901,-0.57013404,2.5444434,-0.28545046,3.4443424,2.4733322,-1.2568212,2.2744193,2.8811018,2.6548386,0.1261636,0.5513542,-0.31195235,2.6450965,-3.0577881,-1.787949,-3.0973496,-2.1875656,2.773165,-0.54198635,-2.1667204,0.92118317,0.55085796,1.5325046,-4.249852,-1.3111986,2.4258995,-0.5705312,1.1092232,0.33241516,-0.54874355,-0.6133123,1.2806915,0.34004346,-1.3222318,8.585133,-1.4262685,-0.7585952,2.49963,1.6906536,1.8735701,0.96322286,1.1697628,1.933743,0.7966514,2.483676,0.55453444,-2.174935,3.2756205,-2.3289063,-0.24470562,-2.8110743,-2.1268644,-2.2060246,-2.4872007,-1.1500933,1.7345821,1.8307005,4.2480354,0.21295184,-3.7280447,-1.4257562,-1.035616,-1.9232451,-0.7486866,0.41870585,-1.9568264,-3.185875,1.1164974,-0.5619749,0.8432577,-3.4379063,1.9515607,2.4578724,3.4993975,0.04889071,4.5410695,-2.2512972
ACH-000754,1.8186203,-3.3937087,-11.79134,1.0144452,-7.6192865,-3.9578178,-2.9211643,-0.1020447,-1.064632,-10.140127,1.899372,-0.25162196,-0.80638003,0.009052282,5.7127385,2.7703652,-2.112605,-0.7275564,-0.80513906,0.27199048,-0.89821917,-7.081307,5.385014,-4.17288,-1.2786088,4.69016,-1.0314993,8.688038,0.43947238,2.0322602,-5.324126,-0.79997176,1.5194263,0.4262143,0.5227989,-4.8880477,-2.3716488,3.7736075,-1.7566751,-4.700018,-5.542853,-2.0903802,3.4024813,0.48485756,-6.0439105,8.183156,5.622605,-3.4547253,0.4195532,1.6790805,-4.0026093,-0.5948692,7.1493244,-0.7623582,1.7813166,-2.7607474,-4.488026,-2.0181339,2.268245,2.0118237,-3.660743,-1.8574907,7.32833,-2.6229692,6.329496,-0.93093014,10.528196,2.3839295,3.8186479,-3.6893837,-3.9733827,-3.9400973,-1.5978351,0.1932748,-1.6545745,2.6719232,-2.039696,-0.327052,-0.2520501,-0.23765078,1.0332927,-1.478976,-1.4729103,0.4234808,-0.7458314,1.6153886,0.5413582,-0.1558407
ACH-000465,-2.6418846,2.7788262,-8.489712,-7.6169834,-1.4830247,0.22709334,-3.2151902,2.2377834,0.64302945,8.22977,0.56212115,-4.3879576,-2.423434,-0.7878974,-1.728317,-1.4365703,4.3938026,0.43990302,-5.449214,5.6279807,-3.9624262,5.8807793,-5.884826,-3.8621147,-0.68402445,-4.862321,-5.517934,2.8345382,-0.38524842,-0.3219269,0.90813285,1.1666319,0.119503446,0.6908355,-2.3352003,-2.8272994,1.3630038,-2.9780602,-3.5642588,-1.6003438,5.966602,-0.7934573,1.9985347,-0.06567525,-2.5995207,-2.6647055,-1.2051687,1.2429001,-0.87212384,0.26507872,2.8272824,-0.1947724,-7.6362367,-3.8536253,2.0244365,-9.025857,5.6085477,3.219852,-1.5411085,-2.100172,0.35491484,-7.632459,1.9997289,-0.37294707,3.6643162,1.96892,-2.312606,1.8144665,-5.3366547,1.3782827,3.941243,3.7829578,-1.761823,0.42870006,0.49928552,1.5038915,0.7604378,-0.41884044,-0.73960364,-1.6299531,-0.5991577,-2.7908435,0.8331665,-0.13027048,0.0013554543,-0.4124348,-1.5628169,1.2276595
ACH-000138,-1.6264921,2.1043963,-10.365141,-2.586695,-5.5313416,-3.2166135,-0.7992266,-1.0503237,5.5071,-1.0883329,2.1102226,-1.0150051,0.97853374,3.1768022,0.049134146,0.61330605,-3.2757733,1.2678086,0.13984767,-2.041347,-1.8587652,1.9639674,-1.787609,-1.0939673,-2.7348158,0.19968839,-4.8244796,2.5112665,-2.7960253,1.811834,-1.2473303,-1.0658989,-1.4969742,1.8730657,1.3740052,0.30388126,2.638704,-0.89012074,-4.3928847,2.277984,2.2702668,3.913623,-0.24570602,2.6060193,-1.8839698,1.6052754,-1.3356035,-0.1899701,-0.35000095,1.3652673,2.7156668,1.7132233,4.105183,4.9864583,-5.467683,-2.0118644,0.48425534,-1.9847178,-1.0117192,3.4155526,-3.4244003,-4.4564357,-1.5408725,1.4741955,-0.1668354,2.5828648,0.8372682,-4.9944625,1.7098957,5.0285254,-0.9862104,-3.0622118,-1.541476,-1.8947439,0.3080104,-1.1115029,-0.26648274,-5.2982616,-3.879726,-1.5670772,-3.0139294,0.50735533,5.978566,1.9111645,2.2390692,1.5787182,8.952844,0.11366865
ACH-000383,5.1068244,-2.9735723,-5.9252024,2.2138684,-4.787945,-6.5525465,2.3920112,-4.128027,1.3589635,-3.0665493,-3.3026757,-1.5913622,-2.364755,3.621192,-0.6969253,2.3188093,-4.305503,-1.3591306,-1.3064901,0.7984192,-0.22196889,2.7699575,-1.1916114,-1.4627538,-4.197813,-2.3975172,-3.1275053,2.5343797,-0.7594239,0.71245134,-0.98983634,-0.52016926,2.1102521,1.4587129,-0.7628394,-0.21968967,2.652073,-0.46076122,-1.1221126,1.5395894,2.5188556,1.863734,-1.55302,1.6581976,-1.758014,1.9213483,2.5839229,1.9006554,1.7646806,4.5530844,2.08881,0.51089275,4.6785107,1.1604391,-6.3685803,-3.0397842,-0.21194123,-1.09388,3.289224,2.9196937,-4.3158937,-2.089254,-4.3526764,0.6902686,2.6514952,0.629698,1.6850612,0.9365129,0.94571173,4.3619666,-0.8796265,-5.4543843,-0.6398382,-4.3289623,-0.9332967,1.7224569,-1.2852657,-1.8938566,0.5463737,-1.02653,-1.2860429,-1.1131793,2.1596537,1.6265302,4.480674,-1.9706696,3.1537046,-2.4335816
ACH-000917,7.213587,-2.9650764,-10.016187,3.8109858,-7.549641,-6.799872,0.44496408,-2.792869,3.0065207,-0.21184342,-2.1549268,-0.25805482,-0.4153779,2.043594,0.6540409,0.44986388,-4.8644223,1.2064342,-1.8239832,-6.188215,3.4858465,2.5498939,2.6324732,0.46467125,0.21383607,-2.7939024,0.93204087,-0.8538277,0.22796747,-1.4564859,-7.0407367,0.05582009,3.672069,1.652668,-1.8216344,-2.729862,6.8551145,1.051311,-0.73240674,-1.9015135,1.8552759,3.6653686,-2.8783453,6.140766,2.930576,3.6486068,-0.7105443,-3.949595,0.8567328,1.401306,1.2222337,0.2737077,0.09307094,3.8837736,-2.8214173,-2.217169,-1.2099661,-4.9165034,1.2647638,-1.8851298,0.78150094,-0.5662768,0.3188897,-2.1038346,0.3999092,1.5697572,-0.9673429,-3.144827,1.1874694,-1.9917723,3.652003,-7.471092,-0.5103742,-0.42979378,0.06385942,-2.229552,-1.7193823,-2.1864755,-1.433334,-0.5094358,-0.4299082,-2.6162214,3.0281537,0.8146209,2.6012583,0.08804613,2.3133492,-0.3046723
ACH-000117,-3.6911633,-1.7246722,-6.0827007,0.53523976,-5.771153,0.5863356,-0.60443115,0.6621217,-1.9509273,-0.11256495,-1.4963431,5.2658057,3.884001,-1.106956,-1.4623866,-4.122513,-4.8033934,-2.9943104,-0.7441184,-1.8411568,-1.1741278,-2.7425292,0.27833793,0.78598,2.53472,1.9566993,5.349821,-0.40274197,1.8514869,-4.9318767,-2.4209425,-0.7472524,-1.2749676,1.0176358,-1.2655299,-4.1051164,1.9214246,-0.77499086,-1.5367203,0.6640706,-2.5013516,-2.205698,-3.9460082,4.2498975,3.1511967,1.7952659,1.0466425,-0.5029316,2.1168334,-1.9094028,-1.4887052,1.1473095,-0.4993164,3.050312,-1.2366487,0.8088992,0.8094748,-0.082692705,6.585361,0.38033146,-0.7072506,1.0857964,0.9553676,0.63103396,0.5787434,-0.5904074,-0.63423944,0.73474026,-4.111092,1.3910195,-2.297473,-2.0177507,-1.2973032,2.01364,-0.3416201,-0.8774348,-1.6234214,2.9960434,-1.2791051,0.6556932,1.9127045,-1.2043808,2.4885566,-1.4806349,0.23529792,-2.139897,1.8096635,-0.30162352
ACH-000633,7.7984996,1.1179153,-10.314476,2.0232353,-7.905708,0.053740114,-2.5029795,1.9116514,1.7228148,3.1476572,-0.665656,-3.8869855,-4.0457115,0.55330354,0.53678906,1.9615171,-2.3318307,-9.0885935,-11.708423,5.897509,-7.4697948,5.0436916,-7.582133,-3.2482576,7.918544,-0.3697015,-1.4878776,6.8375373,-3.1325266,4.262322,-3.8780866,-7.247961,0.31105804,-2.2132626,6.218521,7.231359,-0.6958357,-0.7015213,7.9555335,-5.028599,5.344326,-1.025924,-1.2206347,-1.3683707,-7.603392,6.6716704,-3.716794,7.1291018,-1.7254856,-9.613019,1.0295419,10.694191,-3.3259006,6.637829,1.6780245,5.072035,2.4137309,-4.66823,7.5426836,-3.0972648,0.6609767,-2.9780111,0.37382957,-2.0196173,1.6028143,-4.0151553,0.3638027,5.130062,-3.8311112,5.7087708,5.9547067,6.209708,-0.53818375,0.69771636,0.26673448,0.92842627,-1.1096737,0.06381445,-0.34140345,-1.7096202,0.66431487,-2.630918,0.15209758,-0.49019766,-0.3546334,-1.1383114,-0.1419389,-0.37378955
ACH-000176,0.72842014,2.560648,-2.7365334,-0.14463367,-1.0073718,-0.92919606,-0.38786837,-0.8743623,1.1517254,2.4465332,-1.6115135,0.84512544,2.7161136,2.7235444,3.556558,1.9071509,-1.9711188,-0.32345134,2.3136606,-4.264304,5.2193794,-0.122795366,13.121572,-4.046628,1.3771137,-0.5037781,-4.6525197,-3.5895338,7.861003,-0.757876,0.1598113,1.19962,-4.5856495,2.746598,-5.809693,-2.9631574,1.2611135,-11.220521,-3.8159115,5.301094,9.731497,-0.5160293,8.555826,5.4145284,-0.49221206,1.641732,-1.021484,-0.7472466,4.172825,0.8055417,-0.3488918,-8.2780905,2.540949,1.8682928,-3.5962923,3.066935,-0.065119386,1.2833823,0.061151855,2.107066,2.0365913,-3.5311,1.7844255,2.2473264,-3.1675754,4.0307927,1.1272764,-6.3237047,-5.8025455,2.185543,-0.048262287,2.3266408,-1.0248129,-3.3023477,-0.6973826,1.5413258,0.9181803,-2.280562,2.1057868,-1.6544732,0.22487336,-4.4877405,3.3312995,-0.78918004,-1.3694451,-2.339922,0.46946377,-0.8369257
ACH-000020,6.585005,-5.2268467,-9.856925,0.2755406,-5.0329857,-4.5525694,-3.3633115,0.26017302,-2.5026093,3.32675,-0.34576553,-3.5416026,2.7578151,-4.160822,1.9697785,-1.7654407,4.4284935,-0.4173792,-6.2599635,1.3681526,-0.9106673,2.460496,-1.4980824,-2.6561112,8.374084,1.6361809,4.2769766,0.94632107,4.832328,-6.4922767,2.9625032,-2.404596,-2.9561224,4.559144,5.65306,-2.0951824,-8.182372,1.0462409,1.0492961,-2.9770486,-2.026362,-4.9336677,4.442602,3.1437557,1.2635201,-4.4881454,0.85856396,1.1892247,6.1030526,0.51405567,-4.1711006,3.3290577,-3.9798408,4.9068174,7.555712,-0.21039118,1.440786,-0.82853955,-0.66710997,-5.0718193,-3.713047,-5.7222786,2.3216603,1.0303812,-1.4304342,-5.052611,3.1048372,6.2960587,-3.4384382,-2.6852806,7.8022075,0.8774369,-2.0638077,-1.0844338,-0.6559905,2.7262404,-0.91537064,-1.5555946,0.8480251,1.7100317,2.277011,-0.8887037,-0.9738511,0.18812001,-2.1806276,0.74687016,-0.7040503,0.9030405
