,AE_latent_0,AE_latent_1,AE_latent_2,AE_latent_3,AE_latent_4,AE_latent_5,AE_latent_6,AE_latent_7,AE_latent_8,AE_latent_9,AE_latent_10,AE_latent_11,AE_latent_12,AE_latent_13,AE_latent_14,AE_latent_15,AE_latent_16,AE_latent_17,AE_latent_18,AE_latent_19,AE_latent_20,AE_latent_21,AE_latent_22,AE_latent_23,AE_latent_24,AE_latent_25,AE_latent_26,AE_latent_27,AE_latent_28,AE_latent_29,AE_latent_30,AE_latent_31,AE_latent_32,AE_latent_33,AE_latent_34,AE_latent_35,AE_latent_36,AE_latent_37,AE_latent_38,AE_latent_39,AE_latent_40,AE_latent_41,AE_latent_42,AE_latent_43,AE_latent_44,AE_latent_45,AE_latent_46,AE_latent_47,AE_latent_48,AE_latent_49,AE_latent_50,AE_latent_51,AE_latent_52,AE_latent_53,AE_latent_54,AE_latent_55,AE_latent_56,AE_latent_57,AE_latent_58,AE_latent_59,AE_latent_60,AE_latent_61,AE_latent_62,AE_latent_63,AE_latent_64,AE_latent_65,AE_latent_66,AE_latent_67,AE_latent_68,AE_latent_69,AE_latent_70,AE_latent_71,AE_latent_72,AE_latent_73,AE_latent_74,AE_latent_75,AE_latent_76,AE_latent_77,AE_latent_78,AE_latent_79,AE_latent_80,AE_latent_81,AE_latent_82,AE_latent_83,AE_latent_84,AE_latent_85,AE_latent_86,AE_latent_87
ACH-000616,7.348666,2.660767,-11.361348,0.90464145,-7.1820526,-0.4795554,-2.855395,3.2250466,6.2880354,3.1611755,2.1794188,0.58594203,1.3748884,4.9233475,1.651391,-0.6060136,3.7058887,6.225947,1.8609875,1.5117109,-2.3081641,-2.3653102,3.9318886,1.9209683,-3.7473354,0.29155368,-7.7111673,2.8293095,0.4514742,7.56903,-2.307927,1.0014472,-3.0726128,1.3339106,0.9375313,-3.9675689,0.55248475,-3.8584635,-3.7732842,2.0596025,9.658709,2.7102153,5.6987147,3.0315633,-0.27443388,-3.162136,-4.21905,-0.38374716,-1.8791932,-0.56836027,2.473331,-3.946197,-2.4686522,2.0153573,-2.4026015,3.0740237,1.9011778,2.6397839,-6.7550116,2.1114376,0.6790264,-5.5629997,1.9533817,-0.82830054,-6.151075,5.539047,8.099186,-8.34867,1.5903242,1.1882727,-3.427377,-0.3731742,-2.9193668,-5.433947,-0.6688998,2.0855186,0.13471282,-3.619317,2.9455335,-1.7810841,1.1619759,-3.288052,3.0152419,1.4376109,-1.5938433,-0.11020231,-0.5590446,1.1369598
ACH-000628,1.7440637,4.081861,-4.900934,-1.14357,-0.98923427,-2.4398592,-0.79243827,-1.1555817,1.6240287,2.8537025,2.7366714,-2.8579323,1.6013776,4.9405823,-2.6880121,-0.9453441,-4.1826763,-1.3924272,3.656227,-6.3495393,-0.8566248,2.8035593,7.0864935,0.20535927,1.0302874,-1.5754517,-3.6504664,-2.3423002,0.31297776,-1.4578633,-2.1534154,2.8097565,-2.2843568,3.169508,0.1289065,3.250415,2.661461,-6.64391,-2.1143882,4.234047,5.026221,4.2391105,2.98295,4.7195945,-0.038037702,6.608421,-1.6566877,0.173786,6.048316,-3.082342,3.3250177,2.628442,0.9468676,6.69372,-2.9051487,-1.9056983,-4.4003057,-0.2719586,2.2317176,0.55513597,-0.4767295,-4.8617086,-0.40423757,3.592911,-4.7141075,1.578468,-0.61015713,-7.1081343,3.4613104,4.3942537,-2.5812433,0.6898345,-0.44428006,-1.8965086,1.6561984,1.5480125,-0.73288995,-3.0981715,1.2703854,-1.57291,-1.5614957,-1.8390528,6.786946,-0.9870778,2.8411975,-0.18489805,3.9279234,-1.8948438
ACH-000806,1.8275167,-3.4929233,-11.9380455,0.766586,-7.5702276,-3.924469,-3.1330173,0.055662416,1.4476596,-4.844224,2.0703263,-0.07736899,7.4005675,0.27151135,5.521929,6.9587207,-1.4965594,-2.8312767,-3.8795767,4.0979295,-3.2744424,-7.9242945,-1.1252382,-3.1043928,-2.6794264,9.272588,3.4119184,6.2182693,7.2262545,2.7516565,-4.226177,0.71711004,-0.39028782,-0.2694209,3.550042,-4.432179,-4.141597,2.4264967,-0.8762157,-6.802372,-4.817583,-0.3697737,7.174619,-5.056872,-2.0442224,0.4139436,7.3720117,-3.2668953,-1.8809199,1.7145071,-3.805709,-4.5545034,4.8784227,0.5943419,3.2740757,1.9560263,-1.1843199,3.884072,-2.2897255,5.705187,-0.7814975,-2.0804424,4.4704843,2.4219394,-0.6231003,-6.1836495,11.148815,1.3284274,2.3857138,-1.2276837,-10.209551,-1.5622183,-0.32373965,-0.063563816,-1.0220464,2.1909344,-2.579024,-0.92445767,0.96748114,0.31781748,0.7392879,-0.18205172,0.37456653,-0.6859618,-1.3487545,1.3842556,0.9497978,1.6742287
ACH-000099,0.96782947,-6.6921186,-15.077095,-5.7414756,-5.456412,-4.400694,-7.8134503,5.0667357,3.7176013,2.8816702,0.38356712,-8.003209,2.1117344,-4.5449996,1.9644464,-2.0053067,6.007551,0.9182618,-1.6557378,-1.3091176,6.085291,3.086751,2.0653446,3.8085532,-2.541119,-4.4219933,2.4545581,-4.5712366,9.372267,0.6133847,2.3632596,0.44073403,-1.2235918,-2.9215171,-1.6970663,-4.7325473,-0.1647369,7.74831,-5.234996,-5.137879,0.39849406,-7.6709104,6.0162272,-1.1486677,4.6969137,-5.382516,-2.4002259,4.3523226,4.122271,3.6266477,1.7817898,3.5158818,-1.5697026,-1.1215191,1.7812183,3.1426334,-1.3542672,-1.0294061,-7.929096,1.5320863,4.558078,3.022639,2.0724742,5.941574,2.3088725,2.9247696,-2.0805779,-3.2917309,-1.2483839,-10.812688,2.80987,1.9220384,-1.9248228,1.1170225,-1.0143405,-2.2635784,-2.0212197,0.6037586,-3.1229653,1.0605978,1.7134743,-2.7689757,2.241462,-0.4417308,-4.9050016,0.92577744,-0.8502027,0.8460776
ACH-000902,-4.1461415,-1.4654945,-5.7610574,0.17077151,-5.0579405,0.23232627,-0.6540127,0.395242,-0.09999534,3.2374716,-3.3355303,0.46389318,2.826769,-4.9434614,-0.31978908,-9.57787,-6.727223,-7.922256,-4.754036,-4.3853273,-1.1897213,1.4318509,-2.8333528,2.8993442,1.3430628,-2.2740595,7.3338633,-2.5269172,3.9490933,-6.592136,-8.098175,0.007260118,-1.5389153,-0.8241014,-2.9410775,-5.114956,10.778172,2.6131005,-5.556304,-1.9411995,-6.5838985,-8.5562525,-5.6643963,-1.6252937,5.711635,-1.899482,0.21143329,2.4684253,2.2383242,-0.88226706,-2.050499,7.0770984,-1.4627589,4.9603267,-0.52223074,2.1883197,-1.3039298,-4.836865,5.790271,0.68780154,4.2355638,6.6110096,2.0716493,0.12489492,3.204745,1.7626622,-8.544233,-2.3774366,-8.875601,-2.674847,1.6563109,-0.32609978,-1.3339249,0.49401358,-0.16263865,0.09883025,-1.0460718,3.2885315,-1.4445318,0.8477205,1.7063084,-2.7729049,2.2389486,-1.7300284,-0.8245404,-2.1875274,-0.6933538,0.12620687
ACH-000149,-0.38459307,-5.1294107,-11.331027,-5.257723,-3.0105195,-3.0685244,-6.900911,4.394234,1.0801512,2.9357567,-0.09436263,-4.154806,-3.0642648,0.41005164,0.12446957,-0.72648823,4.513314,4.5434084,3.3400257,2.4286106,3.8814962,4.0871096,2.6860778,0.19683021,-4.3992314,-0.061917167,-6.1367226,-2.7220976,7.3484254,0.77273834,4.3220887,-3.36013,-5.967185,0.60932565,-1.5870565,-1.9763256,-0.08036511,-0.60473657,-4.146791,2.2208014,9.929729,-4.8924613,8.439247,1.7822357,-0.11579288,-4.008528,-5.1018467,1.991778,2.106462,3.4350314,2.4477155,1.0938114,-0.1888092,1.0656509,-2.7718468,0.25811812,0.19954708,1.9842199,-7.234578,0.8296502,2.407172,-2.571466,0.053342678,4.351375,-2.1096146,6.7178993,1.2003777,-5.781062,-0.06553764,-3.0577476,0.20662177,4.2320642,-3.1712804,-0.8536165,-0.95883155,-0.19696599,1.5873663,-2.920275,0.09530264,0.27880675,0.70643085,-4.2958436,2.896512,0.5097549,-3.7936542,-0.12707222,-2.2264159,-0.056592762
ACH-000142,0.2410731,3.16124,-2.4470465,0.19894601,-4.3966956,0.41836065,6.767187,-4.2128515,1.8137481,-1.5747755,1.0262815,-1.5429668,-1.7715448,4.093263,0.055836685,2.9178667,-4.247047,-0.9607325,4.7765627,-3.684397,2.1114595,-0.6886578,1.0262319,1.2406925,-1.7089164,0.7169841,-2.2690775,1.46193,1.3954532,-2.2814538,-9.166334,2.8797696,-0.17380315,5.7604527,-2.4792192,1.3771657,3.953511,-3.9467187,-0.43264368,5.9874096,4.707026,-1.9690315,2.0402403,2.4464219,0.55776757,6.1945806,-2.7414978,2.389591,2.8445435,-0.33075744,0.60927373,3.9693222,1.278486,5.1928587,0.02375824,-2.969404,-2.3511815,-2.3635194,3.9066432,-1.005796,-2.1876602,-4.2464323,-5.5983806,0.029997341,-1.0325618,-2.8065438,-1.8604448,-1.6881608,4.375073,3.0079513,-1.4756,1.2967384,-0.3497069,-2.5073667,0.8767634,0.4930408,0.49164873,-3.6612968,-0.106726736,0.48833388,-0.9347972,-3.1800299,5.7541394,1.7371116,4.1806974,0.27501273,7.084087,-2.9220133
ACH-000227,-0.7656135,-4.9126225,-17.42221,-9.106304,-5.8036356,-5.2004714,-7.4138126,3.9734957,1.4921163,0.95755714,-0.65557027,-8.136846,-1.2759645,-1.8180562,4.0559497,-3.3850548,6.0297437,-0.6445008,0.16539052,-0.5092374,7.8017964,0.71326035,4.2119355,2.8514202,-4.881682,-2.4504852,-0.22631298,-2.7705874,7.434797,1.2997792,1.2224395,2.6413195,-1.0508177,-4.9546533,-1.8498237,-6.049802,1.8377794,5.188611,-4.8048215,-5.767971,1.5940276,-9.016069,7.1361947,-2.7072043,2.157874,-0.13178828,-0.704079,3.72464,3.2038968,-0.3760999,1.2737048,3.7050436,-2.578442,-2.238091,3.0675058,2.2841618,0.005894182,1.1074617,-8.388791,0.9366397,6.252205,0.12229449,3.3916502,3.623482,2.8222814,3.92912,-1.2570184,-2.8277173,0.5710706,-11.152023,4.433132,5.2584662,-3.3572278,0.05732265,-0.5072426,-1.4292014,-0.6570902,-0.7532309,-2.315056,1.6010871,2.541099,-3.4221377,0.91645944,0.32497483,-5.0723095,1.8561325,-2.3752253,0.33553618
ACH-000697,-2.1095552,-4.647212,-8.925418,-0.39154923,-5.614659,-5.769821,-1.3139588,-2.7688425,5.0176053,-2.3962922,-7.2174234,0.38126612,8.885147,0.9912756,5.8235197,8.393974,-6.233064,-1.0809565,-6.7904353,-1.5863603,-1.3074001,-3.2103498,-3.7774808,2.5651903,-4.712741,8.830367,5.6928062,11.16722,9.024791,8.9409,-6.0335712,2.842777,0.7735526,-0.2825237,3.909834,-5.2385893,-0.1416458,4.713216,-0.8185418,-7.382513,-3.487099,0.64425105,5.827162,1.930961,-3.2796755,-1.8474165,8.05849,-2.6317024,0.65286034,4.229592,-1.4448909,-3.255175,4.665879,-8.5456505,-0.13335423,4.3040996,-6.1249228,2.7379735,-4.2393413,7.077839,-1.4243851,-0.059937987,5.354626,3.4296062,-1.7209361,-4.92599,12.252758,-6.800883,-4.6218348,-6.8245454,-1.8222338,-1.5508658,0.56390786,1.0899137,-2.6500368,-1.1357002,-3.8876579,0.32044166,0.019870788,-1.0297397,1.6445569,-1.352525,1.8226547,-2.3749967,-5.2990355,-2.5992184,0.48233998,2.4607303
ACH-000264,0.5195322,3.5505261,-3.784541,0.13636602,-1.2348495,-0.7002491,-1.4004033,0.06992185,2.640651,-0.24508901,-2.2693067,-7.8725266,-1.9236617,-0.31420276,1.1011355,1.3055953,2.010658,-0.8945084,-0.14622384,5.799461,2.2841017,5.437866,2.2797124,-2.5554178,-2.2666914,-3.0108776,-8.158868,1.3346596,2.7828474,1.1190293,3.4204519,-4.836395,1.1049168,0.37757742,-0.5647049,1.7651503,4.571523,3.3493578,-0.09573636,-1.3172235,2.4241056,0.98110706,1.1752084,-3.5760179,-4.7655983,0.46862477,-4.020381,-2.9618368,-2.7259197,2.5150867,4.4999127,3.9969184,5.994034,1.9092144,-1.8496834,2.381395,0.27090946,-2.8476355,-5.5994253,3.1087592,-2.5995731,-0.16136587,-0.36586463,-1.14409,1.0482297,4.065461,-2.2516775,-2.2333577,3.4709718,-3.2554922,4.6067696,-2.353293,-3.2777128,1.231244,-0.08959782,0.7130057,-0.15821129,-1.3742188,-2.8917685,-0.46861765,-1.4850824,-0.9121691,1.556955,1.7593114,0.111508995,-0.10192606,1.1931913,-1.0345738
ACH-000809,5.9689965,-3.4729724,-7.238117,1.6559103,-5.206289,-8.091511,2.8817642,-4.88815,1.4717222,-2.8615608,-1.826386,-3.9293418,-3.3046827,4.023001,3.391706,4.088033,-3.332353,-0.7989222,0.8081111,-1.8869722,4.562246,-1.7810334,7.5692935,-1.9224659,-1.1333214,-1.212326,-1.3999203,3.0558333,0.07415316,-0.87775296,-6.934436,1.3740174,2.8400009,5.365938,-1.1145041,0.74341714,4.070827,-1.621603,0.76867455,0.26703483,2.2942164,0.06497146,0.05482473,2.5649729,-1.0723182,8.068949,0.27015644,-0.087209776,0.58235127,1.698556,-0.15705594,0.98394257,4.0074863,1.39094,-1.9013319,-0.7310777,-1.981571,-0.72850937,2.393882,-0.06618337,-1.8063536,-2.5383635,-2.2262135,-3.026997,1.970736,-0.3126851,-0.09438762,2.1871138,6.3744125,1.181461,1.8800985,-3.3763392,-1.012785,-3.283633,0.18034597,-1.7189271,-0.9951631,-2.4077704,-1.0042454,0.80351245,1.1764035,-2.9131098,2.9007657,3.0065563,2.8614235,-0.6446818,3.1442196,-1.1774366
ACH-000100,-0.14085041,0.37848654,-1.7793812,-0.61925584,-0.4608917,-0.22842284,-0.7441585,-0.03341061,-0.3189612,1.6603833,1.7273561,-4.955172,-1.6872554,1.0037091,5.1595736,-7.141893,5.81759,-0.49495676,4.158097,3.8126383,2.8785062,5.109113,-2.0420086,3.4494598,-2.3663194,-3.0360646,-7.1597314,-1.0609741,6.406653,-1.5695053,-3.5514345,-0.5345946,-5.2583566,-2.6219122,1.8881059,-3.0175323,3.793268,-0.5157578,-3.738979,-1.343898,5.3179684,-10.446692,7.3571386,-4.746252,-3.3170125,6.6477275,-2.498503,6.1180797,1.0957395,-4.6371737,0.15341319,12.264702,-5.365683,2.1579883,7.548315,7.0992966,0.8299415,-2.159605,-4.7131805,-5.0345964,-0.12425686,-1.8027664,4.4541163,-2.0904052,0.74382466,-0.71128035,-9.011203,-9.76133,1.4249953,-8.215511,10.956915,10.795337,-2.7678359,-0.23003606,0.050779752,-0.31308043,0.8307732,-2.223229,-1.7524215,1.892339,2.6188354,-3.4090276,0.8300513,0.23259282,-3.5584147,0.91314113,-1.2666078,-0.63343257
ACH-000060,2.163635,2.1091413,-3.0708864,5.121147,-5.021668,-0.05424872,2.5105288,-1.499393,-0.5896022,-1.9782021,-0.44340587,0.28766686,4.6822114,1.8712635,1.1260674,0.5972554,-3.4562535,1.0004547,1.3087692,3.8210123,-3.1335251,0.6579384,-0.5652976,-0.81053215,-5.5593114,0.37933153,-3.7515087,0.14628556,0.4419546,0.84414893,1.0250314,-1.4253113,-1.5999353,0.7480439,-3.500125,-4.165978,3.0691764,-3.39933,0.5534447,4.557073,-0.790527,-1.1913874,-2.6940491,0.85689205,-2.3723695,0.6199523,0.025219189,-2.8264444,1.1806633,1.6300503,-2.1304326,-4.5639176,3.357842,1.174227,-4.643874,1.056346,2.9356606,-2.492179,3.3449373,4.149544,-4.268212,-3.1551592,-2.4357955,0.30393928,2.5000544,0.69997513,2.427372,-2.2783597,-2.7954082,7.9275856,-3.9107788,-7.483074,-0.13970378,-4.2955165,-1.887896,2.5106606,-0.31289768,0.42444155,0.83694386,0.753415,1.4499019,-1.5032487,-0.6287704,-1.1001818,1.8967239,-1.2718903,1.057096,-0.28606606
ACH-000957,-3.1470573,5.960681,-2.8412225,-4.0390444,-0.8942508,3.602757,1.2973131,-0.026823737,7.595132,1.3020196,0.23345383,-2.196635,2.9628718,0.32452878,-1.5905035,1.4590725,-4.5688224,-0.57872117,-0.85163873,0.36087418,-2.8714893,0.008865402,-4.3366995,-0.35755935,-0.23509625,-0.24054153,1.7476287,3.7416065,-1.66329,1.5606043,-0.46030158,-1.5311961,1.9347175,0.5706336,1.5869955,-1.2813421,2.2890208,3.944982,2.3721967,0.1597013,-0.819426,-0.25010526,-4.3025074,-0.27766657,3.3551197,-0.23541412,3.3420167,0.3350731,1.5109366,2.6784914,-1.375302,1.1772149,0.2838862,-0.3936286,-1.77492,-1.1518452,-2.310594,-0.6937986,-0.5254524,1.8647805,-3.657405,-0.18955328,-0.3158722,1.007949,2.629363,1.880324,0.85405594,0.04551327,-3.015314,3.407516,1.8890536,-5.649419,-0.110737175,-0.17627153,0.65002763,0.19311638,-3.9037335,1.2987412,-0.6354814,-1.2214054,-0.33322805,-1.1880245,1.7587808,0.10984552,1.8998575,-2.3175683,0.10196048,-1.3877618
ACH-000650,-1.9852773,3.7641468,-8.794881,-7.3006077,-1.7723392,1.0284815,-3.5816803,3.116221,-0.26228046,9.145047,-1.6184609,-1.8491882,-4.3939056,-2.947692,1.4234555,-4.649101,5.1164722,-1.9237989,-8.196133,2.923611,-4.6708407,1.6140782,-4.306235,1.2848926,1.4443089,-0.8370106,-5.2902255,3.7359607,-0.034270655,1.312086,-3.26307,5.06063,-0.14172944,-1.597142,-2.3799646,-2.6838913,2.5869038,-2.021453,-0.5476336,-3.6506784,3.3066363,-2.3897517,3.2308204,1.4485941,-4.7016134,1.4592272,-2.7053804,2.153535,1.3830128,-6.3610897,2.360003,0.1844284,-9.166329,-3.037172,5.0470743,-4.4683166,4.969202,2.4507496,-0.64758074,-2.3827398,4.4442663,-4.2014337,6.150244,-2.6518397,4.929734,3.5755076,2.4335947,0.12223077,-5.035766,-1.6055787,0.7354129,4.6696496,-1.814054,-0.9563197,-1.2919106,1.6544573,-0.06926668,-0.20709729,0.50751925,-2.7044265,0.5893643,-4.7742524,0.327543,-0.48303136,0.01272735,-0.1532,-3.3030577,0.6580779
ACH-000859,-3.48255,-1.7934724,-4.1307917,-0.040170673,-3.7109418,0.9540413,-0.65367824,0.17794642,-3.3143413,1.0408577,-1.3529246,0.9718013,-0.10393157,3.1091146,-0.1706238,-2.080957,-6.467868,-0.42170048,1.489054,-4.5130653,1.140191,-1.186747,3.0668914,1.1561458,-0.8429439,-1.7379006,2.4068568,-0.42926311,1.6341901,-1.1523992,-11.322888,1.8679816,5.475992,0.49982926,-2.8706234,-4.896629,6.238403,-3.103856,1.2751769,2.1422951,5.3022013,-1.7463598,-2.0972564,5.3855667,1.0728402,8.928112,-2.769226,-0.8012458,1.200255,-7.3264146,1.4745027,-2.254027,-2.1855695,4.8475122,0.16800654,-2.0052977,0.3588122,-6.598119,5.7470474,-1.4850837,2.2968652,-3.3624723,-0.89278305,-1.6079547,-0.28212824,-0.34559542,1.9301769,-3.5767689,1.8080239,2.986344,-2.2412503,-5.301695,-0.4305652,-3.3989213,3.2483678,1.2596163,-2.098408,-0.7044902,2.8303573,-1.2178884,1.6646869,-3.4350924,4.204533,0.6750389,4.5186844,-0.85521615,1.7968717,-1.4348164
ACH-000410,11.343812,-1.2967225,-12.833271,-5.3517613,-3.7034388,-10.975745,-0.021289617,-6.8740067,-2.009531,0.78018945,-0.40952814,0.83529204,-5.0161295,2.3178904,-0.29117048,-0.04143057,1.3695389,-7.316222,1.4547971,-3.2358751,-0.9047784,3.200572,4.328698,-2.2571135,1.9297682,4.1063766,-6.641273,-0.45308533,5.9676294,0.40210643,-3.3286576,-2.514946,-4.8115377,2.191112,-1.8403333,-0.7028252,-1.2087866,-7.697176,2.4487486,3.1274605,11.653207,-6.051621,10.444224,1.8533483,-1.9370933,2.8207564,-1.2720171,4.5228734,0.78920674,-3.7363234,-2.4823742,2.0071113,-0.61357117,3.9798915,-0.11269209,3.0155594,-3.283591,0.5484649,0.087473325,-2.1918714,-0.62556374,0.24645957,0.21120209,2.5420372,-3.2175896,-2.657177,0.53741294,-7.1420174,-3.95848,-1.0763615,4.795109,12.750098,-1.8810285,-2.6005723,0.9313278,1.1232193,1.3117299,-3.5133028,1.910694,0.24917923,1.6828389,-5.2946477,2.780571,0.29398203,-1.0192543,-1.0235524,-1.216699,-2.2391045
ACH-000927,-3.4832265,-1.7964104,-4.133724,-0.042861532,-3.713059,0.95767945,-0.65446436,0.17904735,-3.9090726,1.8109971,-3.0165284,2.6840472,3.0776658,-1.7475228,-0.6360192,-5.355449,-6.695177,-2.597571,0.02165441,-2.2904534,-0.8825406,-3.5691395,0.2663413,1.1528177,0.6432428,0.11824575,6.979788,-0.33325878,3.4265754,-8.5278,-4.821586,-1.352619,0.7169978,2.593038,-2.619252,-7.755221,5.828566,1.8611952,-2.3040237,1.4671475,-4.386679,-5.492007,-4.6755586,1.997341,4.9554467,-0.44471088,0.95399785,-2.0774264,2.1558025,-1.173509,-3.167675,1.9219853,-2.2297792,2.1863432,-0.15101847,0.15225431,0.7406338,-0.7154381,2.5389006,-0.20204015,-0.4500616,1.6572211,0.41967294,-0.50754297,4.274383,1.3400332,-3.7956212,-0.103589326,-5.1739564,0.54349476,-0.57827467,-5.659521,-1.8187337,0.6762123,0.9932177,-1.3551733,-2.0315714,3.2176845,-0.36435944,-0.043655008,3.0314045,-1.7802278,2.7593515,-1.0190778,0.9031658,-2.0867682,0.37656385,0.006387174
ACH-000694,5.631281,-2.3596644,-8.172869,1.7703396,-5.6711326,-7.9516234,2.5121784,-3.799114,1.3163836,-0.4828596,2.8338158,-2.470702,1.5266682,1.9925829,1.6930007,1.4038535,-5.148736,0.32014677,4.701734,-2.6946907,3.428264,0.74830043,1.2073966,3.8320231,-0.7290958,1.3508171,0.3449496,-2.0110242,0.8549794,-4.0892305,-6.8503423,2.0933168,-0.27778113,3.0377305,-2.558488,0.7182926,6.424351,-1.4650624,-1.6672179,3.1267416,-0.8673359,-1.7743409,-1.2598151,1.1338814,1.2706205,8.901823,-0.90627974,-2.119142,2.3318584,-2.8697119,-0.25350466,4.496117,2.3407328,3.3607426,2.8339071,-1.8366019,-1.6755091,-3.7538924,2.8455012,-2.7861264,1.7032337,-1.7483069,-1.6506325,-1.0251312,-2.004004,-1.3545494,-3.1780207,-0.32892686,6.460051,0.6196519,0.56857014,0.018414542,-0.6984352,0.64420915,1.7562637,-1.0872731,-0.6800631,-0.44929138,-1.3054705,1.4544042,1.7984854,-1.7901206,3.8660753,-0.23540546,1.270306,-0.47485965,3.9590485,0.45652932
ACH-000935,-1.977186,7.1111255,-6.0537205,-12.521301,-2.2882006,9.122821,3.4313989,1.1906683,-0.25078127,4.0853887,2.721507,-1.4211608,-3.2788775,2.6629038,0.3731204,0.11426129,-0.24222316,4.1548824,0.7749231,8.286146,-0.10113385,-0.8351367,0.36113906,-6.0482483,-5.61264,-0.20237947,-8.527,-4.529855,7.85311,-0.3710636,-0.0654292,-1.4966199,-8.581635,-0.70749605,-2.4353018,-2.0525682,2.86454,-4.0442324,-3.0040007,0.4915468,9.667481,-5.9178076,5.4647994,2.4725473,3.0906649,-2.546317,-2.4447918,2.403907,-0.10879657,-3.0801651,-4.3948984,-6.6675677,1.3381783,0.25748083,-0.34596002,-3.0099182,2.0605097,3.0759814,-2.736946,-6.4841332,5.074739,-3.6332355,0.602062,-2.8125496,1.8294219,7.3228054,5.5413995,-4.1807847,0.20101771,2.80139,-2.620076,6.6408396,-3.1961565,0.16454767,-3.7298331,3.423775,2.4039154,-2.1365504,-1.9966382,-2.4310095,-4.1607604,-3.0974402,3.2823367,-0.118201986,0.47396857,-0.80681765,1.269809,-2.0084474
ACH-000918,6.5725007,-5.311016,-9.952857,0.15404868,-5.031105,-4.5888524,-3.4131143,0.32610893,-5.464177,-1.602272,4.470402,1.7527611,8.132927,-0.89043844,5.2555676,2.1835928,7.009881,-3.045847,-2.1368706,2.6287746,-5.2630486,-5.535077,2.121861,-0.2954062,2.7939584,1.0489188,3.3388784,2.8950145,7.789454,-4.244942,3.519122,-1.4579011,-0.08315524,3.2947807,3.654001,-7.8897505,-8.197325,5.057637,-4.535168,-2.8796942,-0.9621801,0.4183109,9.422662,-3.731853,1.2302899,-2.7813694,4.025785,3.403898,5.7103515,-0.532337,-5.131201,-3.5960197,0.82450324,4.2710648,7.8896246,-0.3258017,0.9331045,3.284936,-7.267133,1.8105475,-5.457584,-2.324504,3.6834772,4.354614,-0.6151502,-7.2155294,7.208274,5.097897,-3.6417382,-5.929428,-3.5299911,-3.8494582,-0.8495307,0.14341013,-0.56914634,2.1618757,-2.8557153,-1.149723,1.4177101,0.6485394,2.209187,-0.032330096,-0.2504889,0.040305078,-2.641629,0.6360105,0.8815966,2.4361677
ACH-000974,8.485771,5.932506,-8.174521,2.9046342,-10.147509,7.099182,0.90209794,0.7745837,-2.517645,5.261187,-2.0629616,-2.8787332,1.6618707,1.5753379,-0.2969628,3.6353695,-3.870559,-5.8934317,-4.2825027,8.791986,-2.052749,2.2785368,3.8951106,-14.288315,0.03643663,-2.877872,-2.6103635,-2.9535418,5.4766517,-8.455661,-1.8967247,-8.597754,-0.52895623,1.1984278,1.0538113,-0.044250015,3.891625,-4.830863,-1.5644482,-2.8322237,-0.55611885,-0.625437,-4.1621785,1.1935563,0.5189237,-1.7305866,0.5115383,-6.379782,-9.694031,3.0291252,-4.2049084,-2.5842288,6.43299,3.532576,-5.0057983,-2.6535187,3.3748424,2.2348833,0.956323,-1.3264176,1.5055125,-0.43518135,-2.0128498,-6.9877057,5.0746064,7.460366,-1.5670775,4.820674,-4.126176,6.388794,4.353189,-3.6074584,0.42233935,1.1690211,-2.0568852,-1.1196544,-0.8111321,-1.2270464,-2.3269088,-0.36463073,-1.334502,-1.9664788,4.044079,-2.3818386,-1.539526,-2.3052812,1.8782766,0.9765992
ACH-000243,1.7664417,2.3435216,-4.3291965,5.620461,-6.504102,0.60806453,2.2952898,-0.54025066,0.6453822,-2.4015484,-0.8016721,-9.505848,-2.9282093,0.34315068,4.3570204,4.614703,-2.7094073,3.319831,3.312463,4.544225,1.4149568,6.863015,0.28760082,0.1728961,-5.7437787,-6.008508,-8.321256,0.8338428,-0.3576005,1.0775254,-1.9690747,-2.3117406,4.773533,3.287734,-4.9861746,-0.34437278,8.618184,0.48719642,0.53298014,2.0302346,3.0452306,1.3011702,0.5989408,-0.28500924,-2.1090398,6.687458,-5.747831,-0.6178587,1.7479914,2.8218448,3.2382007,0.26875103,3.8234134,5.410703,-1.5858324,-0.8076326,0.81730413,-4.631759,-3.9158218,-3.5536518,-6.5750346,-5.614792,-6.342702,-3.6114922,-1.8480551,1.8645399,-0.6207112,1.4849668,8.363558,-0.6039203,0.298378,-7.30607,-1.5721219,-2.6080952,-2.7437618,1.3268247,-0.24030364,-2.1494942,-0.89130807,-0.26165238,-1.5963697,-0.77320796,0.7083163,1.4547584,3.0933092,-1.9116286,2.2138526,-1.6310406
